epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
490,7799.5,0.87604,0.85069,0.13133,0.45654,1.54339,0.98712,0.75,0.745,0.3408,0.98712,0.75,0.745,0.50429,1.93473,1.15156,0.03341,0.68571,3.00473,0.00167726,0.00167726,0.00167726
491,7815.09,0.9173,0.73117,0.04827,0.47066,1.65186,0.98712,0.75,0.745,0.3408,0.98712,0.75,0.745,0.50429,1.93473,1.15156,0.03341,0.68571,3.00473,0.0016766,0.0016766,0.0016766
492,7830.23,0.86795,0.67344,0.05968,0.44841,1.4922,0.98712,0.75,0.745,0.3408,0.98712,0.75,0.745,0.50429,1.93473,1.15156,0.03341,0.68571,3.00473,0.00167594,0.00167594,0.00167594
493,7845.47,0.99281,0.84127,0.11399,0.50123,1.67357,0.98712,0.75,0.745,0.3408,0.98712,0.75,0.745,0.50429,1.93473,1.15156,0.03341,0.68571,3.00473,0.00167528,0.00167528,0.00167528
494,7861.47,0.75458,0.74705,0.15899,0.44932,1.56651,0.99092,0.75,0.745,0.32977,0.99092,0.75,0.745,0.48763,2.05807,1.183,0.03691,0.70667,3.34497,0.00167462,0.00167462,0.00167462
495,7876.72,0.80224,0.69941,0.07376,0.46357,1.50379,0.99092,0.75,0.745,0.32977,0.99092,0.75,0.745,0.48763,2.05807,1.183,0.03691,0.70667,3.34497,0.00167396,0.00167396,0.00167396
496,7892.11,0.81048,0.72978,0.06194,0.47378,1.48197,0.99092,0.75,0.745,0.32977,0.99092,0.75,0.745,0.48763,2.05807,1.183,0.03691,0.70667,3.34497,0.0016733,0.0016733,0.0016733
497,7907.38,0.72871,0.88045,0.06479,0.46111,1.4664,0.99092,0.75,0.745,0.32977,0.99092,0.75,0.745,0.48763,2.05807,1.183,0.03691,0.70667,3.34497,0.00167264,0.00167264,0.00167264
498,7922.97,0.80599,0.74604,0.14165,0.45386,1.52072,0.98913,0.75,0.745,0.33785,0.98913,0.75,0.745,0.43429,2.00643,1.26002,0.03974,0.71424,3.19093,0.00167198,0.00167198,0.00167198
499,7938.71,0.79283,0.70645,0.08783,0.4707,1.51168,0.98913,0.75,0.745,0.33785,0.98913,0.75,0.745,0.43429,2.00643,1.26002,0.03974,0.71424,3.19093,0.00167132,0.00167132,0.00167132
500,7953.97,0.78271,0.81979,0.12163,0.44294,1.44151,0.98913,0.75,0.745,0.33785,0.98913,0.75,0.745,0.43429,2.00643,1.26002,0.03974,0.71424,3.19093,0.00167066,0.00167066,0.00167066
501,7969.39,0.93551,0.79591,0.04347,0.45281,1.47853,0.98913,0.75,0.745,0.33785,0.98913,0.75,0.745,0.43429,2.00643,1.26002,0.03974,0.71424,3.19093,0.00167,0.00167,0.00167
502,7984.7,0.92607,0.95538,0.14908,0.45925,1.53983,0.99024,0.75,0.745,0.37567,0.99024,0.75,0.745,0.39438,1.8046,1.37672,0.03646,0.67494,2.75444,0.00166934,0.00166934,0.00166934
503,8000.26,0.82039,0.7578,0.05664,0.47234,1.49995,0.99024,0.75,0.745,0.37567,0.99024,0.75,0.745,0.39438,1.8046,1.37672,0.03646,0.67494,2.75444,0.00166868,0.00166868,0.00166868
504,8015.43,0.74656,0.81531,0.10477,0.44304,1.44353,0.99024,0.75,0.745,0.37567,0.99024,0.75,0.745,0.39438,1.8046,1.37672,0.03646,0.67494,2.75444,0.00166802,0.00166802,0.00166802
505,8030.86,0.85524,0.86962,0.13628,0.54978,1.59918,0.99024,0.75,0.745,0.37567,0.99024,0.75,0.745,0.39438,1.8046,1.37672,0.03646,0.67494,2.75444,0.00166736,0.00166736,0.00166736
506,8046.15,0.83468,0.90191,0.18322,0.50287,1.45623,0.99028,0.75,0.745,0.39017,0.99028,0.75,0.745,0.36278,1.6933,1.46031,0.03304,0.60316,2.54808,0.0016667,0.0016667,0.0016667
507,8061.44,0.83973,0.71316,0.0656,0.45752,1.56002,0.99028,0.75,0.745,0.39017,0.99028,0.75,0.745,0.36278,1.6933,1.46031,0.03304,0.60316,2.54808,0.00166604,0.00166604,0.00166604
508,8078.83,0.75134,0.71195,0.09931,0.42679,1.44996,0.99028,0.75,0.745,0.39017,0.99028,0.75,0.745,0.36278,1.6933,1.46031,0.03304,0.60316,2.54808,0.00166538,0.00166538,0.00166538
509,8095.73,0.86668,0.6894,0.19068,0.49418,1.55235,0.99028,0.75,0.745,0.39017,0.99028,0.75,0.745,0.36278,1.6933,1.46031,0.03304,0.60316,2.54808,0.00166472,0.00166472,0.00166472
510,8111.32,0.91035,0.64714,0.05373,0.45746,1.70726,0.99039,0.75,0.745,0.37133,0.99039,0.75,0.745,0.36325,1.7538,1.62542,0.02755,0.61167,2.72621,0.00166406,0.00166406,0.00166406
511,8126.66,0.87723,0.71399,0.13411,0.44912,1.68058,0.99039,0.75,0.745,0.37133,0.99039,0.75,0.745,0.36325,1.7538,1.62542,0.02755,0.61167,2.72621,0.0016634,0.0016634,0.0016634
512,8141.82,0.84586,0.62073,0.09284,0.48476,1.49962,0.99039,0.75,0.745,0.37133,0.99039,0.75,0.745,0.36325,1.7538,1.62542,0.02755,0.61167,2.72621,0.00166274,0.00166274,0.00166274
513,8157.24,0.81486,0.63622,0.09683,0.45464,1.49335,0.99039,0.75,0.745,0.37133,0.99039,0.75,0.745,0.36325,1.7538,1.62542,0.02755,0.61167,2.72621,0.00166208,0.00166208,0.00166208
514,8172.77,0.85441,0.71732,0.11642,0.45249,1.61933,0.99057,0.75,0.745,0.33917,0.99057,0.75,0.745,0.40167,1.98699,1.48078,0.02628,0.61476,3.18213,0.00166142,0.00166142,0.00166142
515,8188.27,0.77812,0.813,0.09777,0.43612,1.46898,0.99057,0.75,0.745,0.33917,0.99057,0.75,0.745,0.40167,1.98699,1.48078,0.02628,0.61476,3.18213,0.00166076,0.00166076,0.00166076
516,8203.53,0.79313,0.82787,0.04025,0.45678,1.54806,0.99057,0.75,0.745,0.33917,0.99057,0.75,0.745,0.40167,1.98699,1.48078,0.02628,0.61476,3.18213,0.0016601,0.0016601,0.0016601
517,8218.86,0.74358,0.81654,0.13454,0.47676,1.42627,0.99057,0.75,0.745,0.33917,0.99057,0.75,0.745,0.40167,1.98699,1.48078,0.02628,0.61476,3.18213,0.00165944,0.00165944,0.00165944
518,8234.22,0.81449,0.66428,0.12034,0.45411,1.49935,0.99026,0.75,0.745,0.33413,0.99026,0.75,0.745,0.44929,2.06875,1.28322,0.02725,0.65033,3.26579,0.00165878,0.00165878,0.00165878
519,8249.64,0.72764,0.94896,0.21224,0.48407,1.51139,0.99026,0.75,0.745,0.33413,0.99026,0.75,0.745,0.44929,2.06875,1.28322,0.02725,0.65033,3.26579,0.00165812,0.00165812,0.00165812
520,8265.74,0.74538,0.72677,0.13912,0.43858,1.49239,0.99026,0.75,0.745,0.33413,0.99026,0.75,0.745,0.44929,2.06875,1.28322,0.02725,0.65033,3.26579,0.00165746,0.00165746,0.00165746
521,8282.09,0.86483,0.7731,0.23269,0.45361,1.49371,0.99026,0.75,0.745,0.33413,0.99026,0.75,0.745,0.44929,2.06875,1.28322,0.02725,0.65033,3.26579,0.0016568,0.0016568,0.0016568
522,8298.6,0.81435,0.59138,0.09291,0.44759,1.48791,0.98979,0.75,0.745,0.32359,0.98979,0.75,0.745,0.48629,1.90658,1.37936,0.03208,0.59217,2.86183,0.00165614,0.00165614,0.00165614
523,8315.22,0.74559,0.71894,0.08031,0.43146,1.45138,0.98979,0.75,0.745,0.32359,0.98979,0.75,0.745,0.48629,1.90658,1.37936,0.03208,0.59217,2.86183,0.00165548,0.00165548,0.00165548
524,8331.53,0.77499,0.54034,0.03936,0.45361,1.40815,0.98979,0.75,0.745,0.32359,0.98979,0.75,0.745,0.48629,1.90658,1.37936,0.03208,0.59217,2.86183,0.00165482,0.00165482,0.00165482
525,8348.12,0.82515,0.56844,0.13193,0.43451,1.41474,0.98979,0.75,0.745,0.32359,0.98979,0.75,0.745,0.48629,1.90658,1.37936,0.03208,0.59217,2.86183,0.00165416,0.00165416,0.00165416
526,8364.76,0.56433,0.7098,0.11932,0.40162,1.26293,0.9906,0.75,0.745,0.40305,0.9906,0.75,0.745,0.43817,1.64407,1.45775,0.03365,0.56123,2.5384,0.0016535,0.0016535,0.0016535
527,8381.41,0.79599,0.77823,0.11609,0.43513,1.52334,0.9906,0.75,0.745,0.40305,0.9906,0.75,0.745,0.43817,1.64407,1.45775,0.03365,0.56123,2.5384,0.00165284,0.00165284,0.00165284
528,8397.87,0.81211,0.96813,0.12747,0.42588,1.57754,0.9906,0.75,0.745,0.40305,0.9906,0.75,0.745,0.43817,1.64407,1.45775,0.03365,0.56123,2.5384,0.00165218,0.00165218,0.00165218
529,8414.06,0.95574,0.66994,0.11409,0.53183,1.56676,0.9906,0.75,0.745,0.40305,0.9906,0.75,0.745,0.43817,1.64407,1.45775,0.03365,0.56123,2.5384,0.00165152,0.00165152,0.00165152
530,8429.61,0.7767,0.94109,0.11449,0.42408,1.38889,0.99086,0.75,0.745,0.4093,0.99086,0.75,0.745,0.39258,1.64451,1.38504,0.03222,0.53946,2.54577,0.00165086,0.00165086,0.00165086
531,8444.8,0.92738,0.67241,0.16888,0.46408,1.53811,0.99086,0.75,0.745,0.4093,0.99086,0.75,0.745,0.39258,1.64451,1.38504,0.03222,0.53946,2.54577,0.0016502,0.0016502,0.0016502
532,8459.93,0.85879,0.60981,0.03637,0.45356,1.5113,0.99086,0.75,0.745,0.4093,0.99086,0.75,0.745,0.39258,1.64451,1.38504,0.03222,0.53946,2.54577,0.00164954,0.00164954,0.00164954
533,8475.27,0.90218,0.73302,0.1006,0.44085,1.62226,0.99086,0.75,0.745,0.4093,0.99086,0.75,0.745,0.39258,1.64451,1.38504,0.03222,0.53946,2.54577,0.00164888,0.00164888,0.00164888
534,8490.71,0.71706,0.85519,0.06285,0.41171,1.37177,0.96491,0.75,0.745,0.40767,0.96491,0.75,0.745,0.44523,1.72473,1.37226,0.03049,0.57658,2.58857,0.00164822,0.00164822,0.00164822
535,8506.55,0.72013,0.8027,0.07532,0.42922,1.4571,0.96491,0.75,0.745,0.40767,0.96491,0.75,0.745,0.44523,1.72473,1.37226,0.03049,0.57658,2.58857,0.00164756,0.00164756,0.00164756
536,8521.72,0.76933,0.73137,0.10176,0.4664,1.41068,0.96491,0.75,0.745,0.40767,0.96491,0.75,0.745,0.44523,1.72473,1.37226,0.03049,0.57658,2.58857,0.0016469,0.0016469,0.0016469
537,8537.45,0.79811,0.85754,0.08272,0.44651,1.5038,0.96491,0.75,0.745,0.40767,0.96491,0.75,0.745,0.44523,1.72473,1.37226,0.03049,0.57658,2.58857,0.00164624,0.00164624,0.00164624
538,8552.86,0.77178,0.6969,0.13343,0.40417,1.5162,0.92431,0.75,0.745,0.35825,0.92431,0.75,0.745,0.49438,1.91765,1.40432,0.03015,0.71034,2.86217,0.00164558,0.00164558,0.00164558
539,8568.48,1.00901,0.73528,0.17613,0.4855,1.59143,0.92431,0.75,0.745,0.35825,0.92431,0.75,0.745,0.49438,1.91765,1.40432,0.03015,0.71034,2.86217,0.00164492,0.00164492,0.00164492
540,8583.8,0.80709,0.799,0.11529,0.43144,1.42573,0.92431,0.75,0.745,0.35825,0.92431,0.75,0.745,0.49438,1.91765,1.40432,0.03015,0.71034,2.86217,0.00164426,0.00164426,0.00164426
541,8599.49,0.69096,0.61758,0.12736,0.47479,1.38725,0.92431,0.75,0.745,0.35825,0.92431,0.75,0.745,0.49438,1.91765,1.40432,0.03015,0.71034,2.86217,0.0016436,0.0016436,0.0016436
542,8614.82,0.89848,0.72047,0.03929,0.48434,1.58548,0.96345,0.75,0.745,0.35825,0.96345,0.75,0.745,0.51239,1.94903,1.35646,0.03493,0.75341,2.91986,0.00164294,0.00164294,0.00164294
543,8630.1,0.74732,0.97658,0.07156,0.49535,1.4888,0.96345,0.75,0.745,0.35825,0.96345,0.75,0.745,0.51239,1.94903,1.35646,0.03493,0.75341,2.91986,0.00164228,0.00164228,0.00164228
544,8645.4,0.88932,0.70183,0.07618,0.456,1.583,0.96345,0.75,0.745,0.35825,0.96345,0.75,0.745,0.51239,1.94903,1.35646,0.03493,0.75341,2.91986,0.00164162,0.00164162,0.00164162
545,8660.99,0.78058,0.73947,0.11121,0.42478,1.47398,0.96345,0.75,0.745,0.35825,0.96345,0.75,0.745,0.51239,1.94903,1.35646,0.03493,0.75341,2.91986,0.00164096,0.00164096,0.00164096
546,8676.3,0.80792,0.61866,0.09479,0.47109,1.44673,0.96287,0.75,0.745,0.3703,0.96287,0.75,0.745,0.52212,1.78911,1.24228,0.03623,0.72778,2.61041,0.0016403,0.0016403,0.0016403
547,8691.7,0.67038,0.94976,0.14015,0.44232,1.40625,0.96287,0.75,0.745,0.3703,0.96287,0.75,0.745,0.52212,1.78911,1.24228,0.03623,0.72778,2.61041,0.00163964,0.00163964,0.00163964
548,8707.21,0.65824,0.72361,0.08126,0.40481,1.40057,0.96287,0.75,0.745,0.3703,0.96287,0.75,0.745,0.52212,1.78911,1.24228,0.03623,0.72778,2.61041,0.00163898,0.00163898,0.00163898
549,8722.61,0.87809,0.83845,0.15367,0.46657,1.61375,0.96287,0.75,0.745,0.3703,0.96287,0.75,0.745,0.52212,1.78911,1.24228,0.03623,0.72778,2.61041,0.00163832,0.00163832,0.00163832
550,8737.99,0.72496,0.76013,0.09758,0.43779,1.51591,0.98212,0.75,0.745,0.39869,0.98212,0.75,0.745,0.45627,1.81251,1.40302,0.03373,0.73647,2.62932,0.00163766,0.00163766,0.00163766
551,8753.49,0.74822,0.74902,0.11439,0.46991,1.47546,0.98212,0.75,0.745,0.39869,0.98212,0.75,0.745,0.45627,1.81251,1.40302,0.03373,0.73647,2.62932,0.001637,0.001637,0.001637
552,8768.63,0.74126,0.77894,0.07839,0.44117,1.38844,0.98212,0.75,0.745,0.39869,0.98212,0.75,0.745,0.45627,1.81251,1.40302,0.03373,0.73647,2.62932,0.00163634,0.00163634,0.00163634
553,8783.92,0.71534,0.74909,0.10036,0.44738,1.42958,0.98212,0.75,0.745,0.39869,0.98212,0.75,0.745,0.45627,1.81251,1.40302,0.03373,0.73647,2.62932,0.00163568,0.00163568,0.00163568
554,8799.29,0.7687,0.74953,0.12658,0.45006,1.50079,0.99028,0.75,0.745,0.3808,0.99028,0.75,0.745,0.41404,1.94479,1.60588,0.03052,0.71708,2.84992,0.00163502,0.00163502,0.00163502
555,8814.62,0.80988,0.7235,0.1218,0.48445,1.45797,0.99028,0.75,0.745,0.3808,0.99028,0.75,0.745,0.41404,1.94479,1.60588,0.03052,0.71708,2.84992,0.00163436,0.00163436,0.00163436
556,8831.23,0.82227,0.58168,0.02699,0.43058,1.39416,0.99028,0.75,0.745,0.3808,0.99028,0.75,0.745,0.41404,1.94479,1.60588,0.03052,0.71708,2.84992,0.0016337,0.0016337,0.0016337
557,8849.63,0.74393,0.782,0.06298,0.43729,1.36927,0.99028,0.75,0.745,0.3808,0.99028,0.75,0.745,0.41404,1.94479,1.60588,0.03052,0.71708,2.84992,0.00163304,0.00163304,0.00163304
558,8865.72,0.84612,0.82928,0.15527,0.50197,1.39317,0.74892,0.74621,0.715,0.3898,0.97728,0.75,0.745,0.33102,2.00473,1.93931,0.02752,0.73964,2.99637,0.00163238,0.00163238,0.00163238
559,8881.49,0.75231,0.72354,0.13507,0.43042,1.46589,0.74892,0.74621,0.715,0.3898,0.97728,0.75,0.745,0.33102,2.00473,1.93931,0.02752,0.73964,2.99637,0.00163172,0.00163172,0.00163172
560,8897.24,0.68722,0.83131,0.08419,0.4095,1.31359,0.74892,0.74621,0.715,0.3898,0.97728,0.75,0.745,0.33102,2.00473,1.93931,0.02752,0.73964,2.99637,0.00163106,0.00163106,0.00163106
561,8912.81,0.77572,0.67293,0.04215,0.45401,1.43778,0.74892,0.74621,0.715,0.3898,0.97728,0.75,0.745,0.33102,2.00473,1.93931,0.02752,0.73964,2.99637,0.0016304,0.0016304,0.0016304
562,8928.37,0.75427,0.78728,0.158,0.43347,1.48038,0.96155,0.75,0.745,0.42104,0.79573,0.625,0.52083,0.29467,1.83435,2.27227,0.02511,0.67782,2.67055,0.00162974,0.00162974,0.00162974
563,8943.69,0.81343,0.97165,0.20228,0.45794,1.50379,0.96155,0.75,0.745,0.42104,0.79573,0.625,0.52083,0.29467,1.83435,2.27227,0.02511,0.67782,2.67055,0.00162908,0.00162908,0.00162908
564,8958.9,0.84628,0.68336,0.08472,0.46307,1.5321,0.96155,0.75,0.745,0.42104,0.79573,0.625,0.52083,0.29467,1.83435,2.27227,0.02511,0.67782,2.67055,0.00162842,0.00162842,0.00162842
565,8974.15,0.84405,0.62431,0.05355,0.45376,1.49864,0.96155,0.75,0.745,0.42104,0.79573,0.625,0.52083,0.29467,1.83435,2.27227,0.02511,0.67782,2.67055,0.00162776,0.00162776,0.00162776
566,8989.52,0.75343,0.5754,0.0613,0.44708,1.40817,0.96959,0.75,0.745,0.43812,0.96959,0.75,0.745,0.34158,1.7043,1.98134,0.02554,0.66353,2.47127,0.0016271,0.0016271,0.0016271
567,9004.78,0.72808,0.53442,0.10837,0.41915,1.42057,0.96959,0.75,0.745,0.43812,0.96959,0.75,0.745,0.34158,1.7043,1.98134,0.02554,0.66353,2.47127,0.00162644,0.00162644,0.00162644
568,9020.03,0.91947,0.64916,0.07365,0.44311,1.54087,0.96959,0.75,0.745,0.43812,0.96959,0.75,0.745,0.34158,1.7043,1.98134,0.02554,0.66353,2.47127,0.00162578,0.00162578,0.00162578
569,9035.43,0.77557,0.69225,0.11155,0.48472,1.46092,0.96959,0.75,0.745,0.43812,0.96959,0.75,0.745,0.34158,1.7043,1.98134,0.02554,0.66353,2.47127,0.00162512,0.00162512,0.00162512
570,9050.91,0.96214,0.57986,0.0319,0.48416,1.62867,0.96235,0.75,0.745,0.43405,0.96235,0.75,0.745,0.41208,1.71793,1.74332,0.02578,0.694,2.5366,0.00162446,0.00162446,0.00162446
571,9066.22,0.82339,0.68947,0.0875,0.40079,1.53167,0.96235,0.75,0.745,0.43405,0.96235,0.75,0.745,0.41208,1.71793,1.74332,0.02578,0.694,2.5366,0.0016238,0.0016238,0.0016238
572,9081.91,0.71401,0.50374,0.03452,0.38703,1.35701,0.96235,0.75,0.745,0.43405,0.96235,0.75,0.745,0.41208,1.71793,1.74332,0.02578,0.694,2.5366,0.00162314,0.00162314,0.00162314
573,9097.36,0.73732,0.68509,0.13715,0.43632,1.37682,0.96235,0.75,0.745,0.43405,0.96235,0.75,0.745,0.41208,1.71793,1.74332,0.02578,0.694,2.5366,0.00162248,0.00162248,0.00162248
574,9113,0.72827,0.77481,0.11504,0.42109,1.49621,0.97283,0.75,0.745,0.42058,0.97283,0.75,0.745,0.45662,1.60865,1.52628,0.02697,0.66978,2.3945,0.00162182,0.00162182,0.00162182
575,9128.15,0.71855,0.74466,0.13292,0.43944,1.43194,0.97283,0.75,0.745,0.42058,0.97283,0.75,0.745,0.45662,1.60865,1.52628,0.02697,0.66978,2.3945,0.00162116,0.00162116,0.00162116
576,9143.43,0.75052,0.62726,0.13953,0.39966,1.52444,0.97283,0.75,0.745,0.42058,0.97283,0.75,0.745,0.45662,1.60865,1.52628,0.02697,0.66978,2.3945,0.0016205,0.0016205,0.0016205
577,9158.64,0.80835,0.54917,0.08094,0.43783,1.44002,0.97283,0.75,0.745,0.42058,0.97283,0.75,0.745,0.45662,1.60865,1.52628,0.02697,0.66978,2.3945,0.00161984,0.00161984,0.00161984
578,9174.15,0.74312,0.70816,0.18301,0.45243,1.36413,0.99303,0.875,0.875,0.48367,0.96351,0.75,0.745,0.52233,1.38164,1.24722,0.03165,0.65214,2.19493,0.00161918,0.00161918,0.00161918
579,9189.41,0.81675,0.73917,0.11165,0.42141,1.53364,0.99303,0.875,0.875,0.48367,0.96351,0.75,0.745,0.52233,1.38164,1.24722,0.03165,0.65214,2.19493,0.00161852,0.00161852,0.00161852
580,9204.6,0.87567,0.4843,0.19804,0.47484,1.64364,0.99303,0.875,0.875,0.48367,0.96351,0.75,0.745,0.52233,1.38164,1.24722,0.03165,0.65214,2.19493,0.00161786,0.00161786,0.00161786
581,9219.84,0.69441,0.63008,0.14979,0.40669,1.48004,0.99303,0.875,0.875,0.48367,0.96351,0.75,0.745,0.52233,1.38164,1.24722,0.03165,0.65214,2.19493,0.0016172,0.0016172,0.0016172
582,9235.21,0.72499,0.59946,0.08316,0.45349,1.39778,0.99246,0.875,0.875,0.45605,0.93121,0.75,0.745,0.564,1.42014,1.12569,0.03678,0.677,2.26286,0.00161654,0.00161654,0.00161654
583,9251.14,0.71308,0.74686,0.11632,0.41558,1.39825,0.99246,0.875,0.875,0.45605,0.93121,0.75,0.745,0.564,1.42014,1.12569,0.03678,0.677,2.26286,0.00161588,0.00161588,0.00161588
584,9266.46,0.82847,0.71808,0.19243,0.44458,1.53966,0.99246,0.875,0.875,0.45605,0.93121,0.75,0.745,0.564,1.42014,1.12569,0.03678,0.677,2.26286,0.00161522,0.00161522,0.00161522
585,9281.84,0.7685,0.74318,0.08124,0.47492,1.46556,0.99246,0.875,0.875,0.45605,0.93121,0.75,0.745,0.564,1.42014,1.12569,0.03678,0.677,2.26286,0.00161456,0.00161456,0.00161456
586,9297.37,0.8084,0.62779,0.07355,0.45699,1.42764,0.99232,0.875,0.875,0.42175,0.90759,0.75,0.745,0.562,1.52247,1.12195,0.03929,0.67526,2.40859,0.0016139,0.0016139,0.0016139
587,9312.6,0.72424,0.54602,0.08944,0.426,1.43819,0.99232,0.875,0.875,0.42175,0.90759,0.75,0.745,0.562,1.52247,1.12195,0.03929,0.67526,2.40859,0.00161324,0.00161324,0.00161324
588,9327.84,0.80501,0.7808,0.15445,0.44398,1.44036,0.99232,0.875,0.875,0.42175,0.90759,0.75,0.745,0.562,1.52247,1.12195,0.03929,0.67526,2.40859,0.00161258,0.00161258,0.00161258
589,9343.2,0.87681,0.62501,0.11835,0.50086,1.51155,0.99232,0.875,0.875,0.42175,0.90759,0.75,0.745,0.562,1.52247,1.12195,0.03929,0.67526,2.40859,0.00161192,0.00161192,0.00161192
590,9358.56,0.7914,0.58763,0.2032,0.4013,1.57693,0.99213,0.875,0.875,0.4165,0.91344,0.75,0.745,0.55492,1.64172,1.16941,0.03835,0.67858,2.57971,0.00161126,0.00161126,0.00161126
591,9373.71,0.73809,0.64977,0.12298,0.39956,1.39451,0.99213,0.875,0.875,0.4165,0.91344,0.75,0.745,0.55492,1.64172,1.16941,0.03835,0.67858,2.57971,0.0016106,0.0016106,0.0016106
592,9389.29,0.67601,0.78454,0.09565,0.4326,1.42258,0.99213,0.875,0.875,0.4165,0.91344,0.75,0.745,0.55492,1.64172,1.16941,0.03835,0.67858,2.57971,0.00160994,0.00160994,0.00160994
593,9404.41,0.74776,0.71118,0.07761,0.41021,1.413,0.99213,0.875,0.875,0.4165,0.91344,0.75,0.745,0.55492,1.64172,1.16941,0.03835,0.67858,2.57971,0.00160928,0.00160928,0.00160928
594,9419.77,0.68143,0.65463,0.06339,0.40653,1.45792,0.85002,0.75,0.72786,0.42207,0.92485,0.75,0.745,0.53833,1.54142,1.10394,0.03941,0.67299,2.41945,0.00160862,0.00160862,0.00160862
595,9436.47,0.66063,0.58753,0.15101,0.42156,1.34873,0.85002,0.75,0.72786,0.42207,0.92485,0.75,0.745,0.53833,1.54142,1.10394,0.03941,0.67299,2.41945,0.00160796,0.00160796,0.00160796
596,9452.07,0.67335,0.67083,0.06794,0.38395,1.3546,0.85002,0.75,0.72786,0.42207,0.92485,0.75,0.745,0.53833,1.54142,1.10394,0.03941,0.67299,2.41945,0.0016073,0.0016073,0.0016073
597,9467.49,0.82855,0.60718,0.15645,0.47221,1.57619,0.85002,0.75,0.72786,0.42207,0.92485,0.75,0.745,0.53833,1.54142,1.10394,0.03941,0.67299,2.41945,0.00160664,0.00160664,0.00160664
598,9482.91,0.86906,0.68763,0.08598,0.43348,1.53589,0.87348,0.86439,0.84375,0.44615,0.97109,0.75,0.745,0.5545,1.45671,1.19405,0.0352,0.60821,2.33556,0.00160598,0.00160598,0.00160598
599,9498.71,0.76991,0.57506,0.088,0.45368,1.45008,0.87348,0.86439,0.84375,0.44615,0.97109,0.75,0.745,0.5545,1.45671,1.19405,0.0352,0.60821,2.33556,0.00160532,0.00160532,0.00160532
600,9514.2,0.77225,0.63737,0.04904,0.44435,1.41717,0.87348,0.86439,0.84375,0.44615,0.97109,0.75,0.745,0.5545,1.45671,1.19405,0.0352,0.60821,2.33556,0.00160466,0.00160466,0.00160466
601,9529.42,0.7548,0.92483,0.14369,0.44142,1.3533,0.87348,0.86439,0.84375,0.44615,0.97109,0.75,0.745,0.5545,1.45671,1.19405,0.0352,0.60821,2.33556,0.001604,0.001604,0.001604
602,9544.89,0.8422,0.75792,0.09699,0.47819,1.56115,0.87273,0.85914,0.85875,0.39672,0.98501,0.75,0.745,0.49658,1.71692,1.40269,0.03284,0.63022,2.78513,0.00160334,0.00160334,0.00160334
603,9560.54,0.6639,0.6916,0.10507,0.39979,1.37297,0.87273,0.85914,0.85875,0.39672,0.98501,0.75,0.745,0.49658,1.71692,1.40269,0.03284,0.63022,2.78513,0.00160268,0.00160268,0.00160268
604,9575.82,0.81639,0.64063,0.09146,0.44399,1.48996,0.87273,0.85914,0.85875,0.39672,0.98501,0.75,0.745,0.49658,1.71692,1.40269,0.03284,0.63022,2.78513,0.00160202,0.00160202,0.00160202
605,9591.06,0.66539,0.80729,0.11027,0.40346,1.36692,0.87273,0.85914,0.85875,0.39672,0.98501,0.75,0.745,0.49658,1.71692,1.40269,0.03284,0.63022,2.78513,0.00160136,0.00160136,0.00160136
606,9606.5,0.70901,0.77741,0.14211,0.4124,1.48266,0.87269,0.85884,0.85875,0.37962,0.98507,0.75,0.745,0.54233,1.86086,1.21479,0.03088,0.65337,3.07261,0.0016007,0.0016007,0.0016007
607,9621.9,0.85254,0.61548,0.14114,0.45732,1.60157,0.87269,0.85884,0.85875,0.37962,0.98507,0.75,0.745,0.54233,1.86086,1.21479,0.03088,0.65337,3.07261,0.00160004,0.00160004,0.00160004
608,9637.2,0.81035,0.64353,0.04127,0.44901,1.53039,0.87269,0.85884,0.85875,0.37962,0.98507,0.75,0.745,0.54233,1.86086,1.21479,0.03088,0.65337,3.07261,0.00159938,0.00159938,0.00159938
609,9652.5,0.77854,0.79413,0.16157,0.43726,1.46261,0.87269,0.85884,0.85875,0.37962,0.98507,0.75,0.745,0.54233,1.86086,1.21479,0.03088,0.65337,3.07261,0.00159872,0.00159872,0.00159872
610,9667.78,0.76144,0.76147,0.0965,0.42813,1.34119,0.949,0.75,0.82083,0.39082,0.949,0.75,0.745,0.56125,1.8724,1.17396,0.03012,0.65941,3.07276,0.00159806,0.00159806,0.00159806
611,9683.04,0.87652,0.57243,0.02621,0.42127,1.50109,0.949,0.75,0.82083,0.39082,0.949,0.75,0.745,0.56125,1.8724,1.17396,0.03012,0.65941,3.07276,0.0015974,0.0015974,0.0015974
612,9698.36,0.68909,0.57234,0.15306,0.42811,1.42581,0.949,0.75,0.82083,0.39082,0.949,0.75,0.745,0.56125,1.8724,1.17396,0.03012,0.65941,3.07276,0.00159674,0.00159674,0.00159674
613,9713.76,0.70558,0.68568,0.15449,0.46967,1.35607,0.949,0.75,0.82083,0.39082,0.949,0.75,0.745,0.56125,1.8724,1.17396,0.03012,0.65941,3.07276,0.00159608,0.00159608,0.00159608
